"UG_PGT","Current_Degree_1","Current_Degree_2","Degree_Prog_1","Degree_Prog_2","Year_level","Tech_Familiarity","GenAI_Familiarity","GenAI_What_Ways","Familiarity_1","Familiarity_2","Familiarity_3","Familiarity_4","Familiarity_5","Familiarity_6","Familiarity_7","Familiarity_8","Benefit_Challenge_1","Benefit_Challenge_2","Benefit_Challenge_3","Benefit_Challenge_4","Benefit_Challenge_5","Benefit_Challenge_6","Benefit_Challenge_7","Benefit_Challenge_8","Benefit_Challenge_9","Future_1","Future_2","Future_3","Future_4","Future_5","Future_6"
"UG","UTMMATHEMA1F",NA,NA,NA,3,"Very familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking quick questions when stuck on a problem","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree"
"UG","UTMATST",NA,NA,NA,3,"Extremely familiar","Moderately familiar","Asking technical questions,Explaining concepts","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Computer Science",NA,2,"Extremely familiar","Extremely familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Explaining concepts","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Structural Engineering with Architecture",NA,1,"Very familiar","Slightly familiar","Asking technical questions,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Other (Please Specify)","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree"
"UG","UTMATHB",NA,NA,NA,3,"Extremely familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly agree"
"UG","UTMATHB",NA,NA,NA,2,"Very familiar","Very familiar","Asking technical questions,Solving homework,Checking solutions,Asking quick questions when stuck on a problem","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
"UG","Others",NA,"Mathematical Physics (MPhys)",NA,3,"Very familiar","Slightly familiar","Have not used","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree"
"UG","UTMATPH",NA,NA,NA,1,"Very familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree"
"UG","Others",NA,"info",NA,3,"Very familiar","Very familiar","Asking technical questions,Asking general knowledge questions / advice,Solving homework,Checking solutions,Explaining concepts,Writing essays","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,"Neither agree nor disagree",NA,NA,NA,NA,NA
"UG","UTMATHB",NA,NA,NA,4,"Moderately familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Explaining concepts,Other (Please Specify)","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Medicinal and Biological Chemistry (MChem)",NA,1,"Moderately familiar","Slightly familiar","Solving homework,Checking solutions","Somewhat disagree","Strongly agree",NA,"Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree"
"UG","Others",NA,"Philosophy and Mathematics",NA,3,"Extremely familiar","Extremely familiar","Have not used","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Electrical and Electronic Engineering",NA,1,"Moderately familiar","Slightly familiar","Checking solutions,Asking quick questions when stuck on a problem","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Mechanical Engineering BSc",NA,1,"Extremely familiar","Very familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree"
"UG","UTMATHB",NA,NA,NA,4,"Moderately familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Explaining concepts","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Linguistics and English Language",NA,1,"Moderately familiar","Slightly familiar","Have not used","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Chemistry (MChem)",NA,1,"Extremely familiar","Moderately familiar","Asking technical questions,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree"
"UG","Others",NA,"Civil and Environmental Engineering",NA,2,"Very familiar","Slightly familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Mechanical Engineering",NA,2,"Very familiar","Slightly familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree"
"UG","UTMMATHEMA1F",NA,NA,NA,4,"Very familiar","Slightly familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Explaining concepts,Other (Please Specify)","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree",NA,"Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree"
"UG","Others",NA,"Computer Science and Mathematics (BSc Hons) (UTCMPMA)",NA,4,"Extremely familiar","Slightly familiar","Other (Please Specify)","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree"
"UG","Others",NA,"Mathematics and Computer Science",NA,4,"Extremely familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree"
"UG","Others",NA,"Chemistry",NA,1,"Very familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree"
"UG","UTMATHB",NA,NA,NA,4,"Very familiar","Slightly familiar","Asking technical questions,Explaining concepts","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree"
"UG","Others",NA,"Computer Science",NA,1,"Very familiar","Moderately familiar","Asking technical questions,Explaining concepts","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Phyaics",NA,3,"Very familiar","Very familiar","Asking technical questions,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat disagree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree"
"UG","UTMMATHEMA1F",NA,NA,NA,3,"Very familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Solving homework,Checking solutions,Asking quick questions when stuck on a problem","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Theoretical Physics (BSc Hons)",NA,4,"Moderately familiar","Not at all familiar",NA,"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","Others",NA,"Computer Science and Mathematics (BSc Hons)",NA,3,"Extremely familiar","Very familiar","Asking general knowledge questions / advice,Other (Please Specify)","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree"
"UG","UTMMATHEMA1F",NA,NA,NA,4,"Moderately familiar","Moderately familiar","Asking general knowledge questions / advice,Explaining concepts","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree"
"UG","UTMMATHEMA1F",NA,NA,NA,5,"Extremely familiar","Very familiar","Asking technical questions,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts,Other (Please Specify)","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree"
"UG","UTMATHB",NA,NA,NA,4,"Very familiar","Very familiar","Asking technical questions,Carrying on a conversation out of curiosity,Solving homework,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree"
"UG","Others",NA,"Chemistry (MChem$",NA,1,"Slightly familiar","Slightly familiar","Asking technical questions,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Writing essays","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","UTMATHB",NA,NA,NA,3,"Very familiar","Slightly familiar","Asking technical questions,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree"
"PGT",NA,"Others",NA,"MSc Mathematical Physics",NA,"Moderately familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree"
"UG","UTBSCMATBU1F",NA,NA,NA,4,"Very familiar","Extremely familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Explaining concepts,Writing essays","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree"
"UG","UTMATST",NA,NA,NA,4,"Extremely familiar","Extremely familiar","Asking technical questions,Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Electrical and Mechanical Engineering",NA,1,"Extremely familiar","Extremely familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts,Writing essays,Other (Please Specify)","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree"
"UG","UTMATHB",NA,NA,NA,1,"Moderately familiar","Slightly familiar","Have not used","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","UTMMATHEMA1F",NA,NA,NA,2,"Extremely familiar","Moderately familiar","Asking general knowledge questions / advice,Other (Please Specify)","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","UTMATHM",NA,NA,NA,1,"Extremely familiar","Extremely familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly agree"
"PGT",NA,"Others",NA,"MSc Mathematical Physics",NA,"Moderately familiar","Slightly familiar","Asking technical questions,Solving homework,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","UTMATHB",NA,NA,NA,3,"Slightly familiar","Slightly familiar","Asking general knowledge questions / advice,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","UTMATST",NA,NA,NA,2,"Very familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Explaining concepts","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly agree"
"UG","Others",NA,"General Engineering",NA,1,"Moderately familiar","Slightly familiar","Carrying on a conversation out of curiosity,Checking solutions,Asking quick questions when stuck on a problem,Writing essays","Somewhat agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree"
"UG","Others",NA,"Mechanical Engineering",NA,1,"Extremely familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Chemistry",NA,1,"Very familiar","Moderately familiar","Have not used","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree"
"UG","Others",NA,"Civil Engineering",NA,2,"Very familiar","Moderately familiar","Asking technical questions,Checking solutions,Asking quick questions when stuck on a problem,Other (Please Specify)","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly disagree"
